STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,PPT_Inches
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/9/2017,,,,0,0,0,64,45,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/10/2017,,,,0,0,0,69,49,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/11/2017,,,,0,0,0,70,45,53,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/12/2017,,,,0,0,0,75,52,59,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/13/2017,,,,0,0,0,79,51,56,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/14/2017,,,,0,0,0,80,52,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/15/2017,,,,0,0,0,81,60,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/16/2017,,,,0,0,0,84,64,74,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/17/2017,,,,0.25,0,0,85,57,70,0.25
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/18/2017,,,,0,0,0,75,44,57,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/19/2017,,,,0,0,0,71,52,58,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/20/2017,,,,0,0,0,78,58,63,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/21/2017,,,,1.5,0,0,84,63,65,1.5
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/22/2017,,,,0.01,0,0,80,65,70,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/23/2017,,,,0,0,0,89,66,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/24/2017,,,,0,0,0,89,67,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/25/2017,,,,0,0,0,89,65,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/26/2017,,,,0.12,0,0,87,64,66,0.12
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/27/2017,,,,0.02,0,0,73,50,52,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/28/2017,,,,0,0,0,61,33,49,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/29/2017,,,,0,0,0,69,37,50,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/30/2017,,,,0,0,0,69,37,50,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/1/2017,,,,0,0,0,69,37,54,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/2/2017,,,,0,0,0,67,33,57,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/3/2017,,,,0,0,0,76,57,62,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/4/2017,,,,0.22,0,0,74,50,52,0.22
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/5/2017,,,,0,0,0,65,38,44,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/6/2017,,,,0.08,0,0,58,44,53,0.08
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/7/2017,,,,1.47,0,0,64,53,62,1.47
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/8/2017,,,,0.15,0,0,69,49,52,0.15
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/9/2017,,,,0,0,0,74,48,52,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/10/2017,,,,0,0,0,67,44,46,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/11/2017,,,,0.33,0,0,55,45,45,0.33
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/12/2017,,,,0.03,0,0,58,45,52,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/13/2017,,,,0.02,0,0,55,48,51,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/14/2017,,,,0,0,0,56,43,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/15/2017,,,,1.34,0,0,52,35,45,1.34
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/16/2017,,,,0.02,0,0,56,33,36,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/17/2017,,,,0,0,0,58,34,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/18/2017,,,,0,0,0,68,35,44,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/19/2017,,,,0,0,0,70,38,40,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/20/2017,,,,0,0,0,68,35,54,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/21/2017,,,,0,0,0,74,54,54,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/22/2017,,,,0.22,0,0,70,47,52,0.22
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/23/2017,,,,0,0,0,52,37,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/24/2017,,,,0.42,0,0,56,41,42,0.42
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/25/2017,,,,0,0,0,45,29,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/26/2017,,,,0,0,0,50,32,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/27/2017,,,,0,0,0,53,33,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/28/2017,,,,0,0,0,35,30,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/29/2017,,,,0,0,0,38,23,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/30/2017,,,,0.08,0,0,45,23,36,0.08
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/31/2017,,,,0,0,0,40,30,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/1/2017,,,,0,0,0,40,22,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/2/2017,,,,0.27,0,0,40,26,40,0.27
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/3/2017,,,,0,0,0,46,26,40,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/4/2017,,,,0,0,0,43,33,40,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/5/2017,,,,0.05,0,0,43,38,40,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/6/2017,,,,0,0,0,46,23,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/7/2017,,,,0,0,0,37,27,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/8/2017,,,,0,0,0,39,21,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/9/2017,,,,0,0,0,40,27,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/10/2017,,,,0,0,0,27,6,12,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/11/2017,,,,0.08,1,1,27,6,26,0.08
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/12/2017,,,,0,0,0,28,15,16,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/13/2017,,,,0,0,0,41,16,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/14/2017,,,,0,0,0,43,24,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/15/2017,,,,0.02,0,0,43,36,43,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/16/2017,,,,0.05,0,0,45,29,29,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/17/2017,,,,0,0,0,37,29,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/18/2017,,,,0.14,0,0,37,28,30,0.14
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/19/2017,,,,0,0,0,38,20,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/20/2017,,,,0,0,0,31,20,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/21/2017,,,,0,0,0,49,31,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/22/2017,,,,0,0,0,49,12,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/23/2017,,,,0,0,0,29,24,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/24/2017,,,,0,0,0,44,29,44,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/25/2017,,,,0.02,0,0,63,21,42,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/26/2017,,,,0,0,0,42,18,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/27/2017,,,,0,0,0,48,32,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/28/2017,,,,0,0,0,53,34,51,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/29/2017,,,,0,0,0,55,21,25,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/30/2017,,,,0,0,0,39,25,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/1/2017,,,,0,0,0,47,22,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/2/2017,,,,0,0,0,49,24,49,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/3/2017,,,,0,0,0,49,22,49,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/4/2017,,,,0.23,0,0,50,22,47,0.23
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/5/2017,,,,0.04,0,0,58,25,25,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/6/2017,,,,0,0,0,27,18,19,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/7/2017,,,,0.02,0.3,0,26,13,13,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/8/2017,,,,0.02,0.5,0,22,13,22,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/9/2017,,,,0.08,1.5,1,27,19,22,0.08
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/10/2017,,,,0,0,1,24,12,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/11/2017,,,,0.06,1,2,26,16,23,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/12/2017,,,,0,0,1,30,12,12,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/13/2017,,,,0.01,0.3,1,20,11,20,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/14/2017,,,,0.06,1.2,2,24,1,2,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/15/2017,,,,0,0,1,24,2,18,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/16/2017,,,,,,1,24,18,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/17/2017,,,,,,1,26,19,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/18/2017,3,0.04,,,1,2,26,19,26,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/19/2017,,,,0,0,1,38,26,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/20/2017,,,,0,0,0,41,18,18,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/21/2017,,,,0,0,0,22,18,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/22/2017,,,,0,0.1,0,30,22,25,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/23/2017,,,,,,0,31,13,13,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/24/2017,,,,,,0,19,4,4,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/25/2017,,,,,,0,21,3,13,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/26/2017,4,0.05,,,1,1,31,-9,-9,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/27/2017,,,,0,0,1,1,-11,-10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/28/2017,,,,0,0,1,1,-10,0,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/29/2017,,,,0.02,0.3,1,8,-3,1,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/30/2017,,,,0.04,1,2,10,-8,1,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/31/2017,,,,0,0,2,1,-7,1,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/1/2018,,,,0,0,2,1,-12,1,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/2/2018,,,,0,0,2,10,-13,-3,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/3/2018,,,,0.02,0.5,2,15,-3,7,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/4/2018,,,,0,0,2,11,-14,-14,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/5/2018,,,,0,0,2,8,-14,-11,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/6/2018,,,,0,0,2,11,-15,-13,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/7/2018,,,,0,0,2,11,-13,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/8/2018,,,,0,0,1,29,10,23,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/9/2018,,,,0,0,1,37,17,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/10/2018,,,,0,0,1,39,28,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/11/2018,,,,0,0,0,43,33,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/12/2018,,,,0.06,0.5,0,33,9,10,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/13/2018,,,,0,0,0,15,-7,11,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/14/2018,,,,0,0,0,11,-10,11,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/15/2018,,,,0,0,0,20,11,20,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/16/2018,,,,0.18,3.8,4,21,5,5,0.18
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/17/2018,,,,0,0,3,22,0,2,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/18/2018,,,,0,0,3,25,2,20,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/19/2018,,,,0,0,1,38,20,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/20/2018,,,,0,0,1,39,24,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/21/2018,,,,0,0,1,43,20,21,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/22/2018,,,,0.36,0,0,44,20,34,0.36
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/23/2018,,,,0.28,1.2,1,34,23,23,0.28
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/24/2018,,,,0,0,1,25,18,18,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/25/2018,,,,0,0,1,24,18,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/26/2018,,,,0,0,0,32,18,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/27/2018,,,,0,0,0,44,29,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/28/2018,,,,0.02,0.3,0,42,31,31,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/29/2018,,,,0,0,0,31,15,15,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/30/2018,,,,0,0,0,21,-2,0,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/31/2018,,,,0.01,0.1,0,35,0,30,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/1/2018,,,,0,0,0,38,-1,0,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/2/2018,,,,0,0,0,7,-3,-2,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/3/2018,,,,0,0,0,12,-6,12,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/4/2018,,,,0.23,3.8,4,21,2,2,0.23
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/5/2018,,,,0,0,4,8,-10,-7,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/6/2018,,,,0.01,0.2,4,12,-10,-6,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/7/2018,,,,0.02,0.4,5,13,-6,8,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/8/2018,,,,0,0,5,14,-5,14,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/9/2018,,,,0.04,0.8,5,21,-5,10,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/10/2018,,,,0,0,4,20,4,4,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/11/2018,,,,0,0,4,21,4,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/12/2018,,,,0,0,4,23,5,7,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/13/2018,,,,0,0,4,18,1,13,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/14/2018,,,,0,0,3,31,13,21,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/15/2018,,,,0,0,2,45,21,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/16/2018,,,,0,0,1,43,15,15,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/17/2018,,,,0,0,0,25,14,25,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/18/2018,,,,0.06,0.5,0,36,10,24,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/19/2018,,,,0,0,0,37,10,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/20/2018,,,,0.2,0,0,37,24,31,0.2
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/21/2018,,,,0,0,0,33,12,12,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/22/2018,,,,0,0,0,23,12,19,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/23/2018,,,,0.22,0,0,33,19,33,0.22
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/24/2018,,,,,0,0,35,27,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/25/2018,,,,,0,0,36,17,26,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/26/2018,3,0.39,,,0,0,36,21,28,0.39
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/27/2018,,,,0,0,0,47,17,38,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/28/2018,,,,0,0,0,56,30,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/1/2018,,,,0,0,0,42,27,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/2/2018,,,,0,0,0,41,21,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/3/2018,,,,0,0,0,45,29,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/4/2018,,,,0,0,0,45,30,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/5/2018,,,,0,0,0,45,29,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/6/2018,,,,0.22,3.9,4,33,28,29,0.22
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/7/2018,,,,0.02,0.2,4,33,8,16,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/8/2018,,,,0,0,2,26,2,14,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/9/2018,,,,0,0,2,29,9,16,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/10/2018,,,,0,0,1,37,9,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/11/2018,,,,0,0,0,38,22,38,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/12/2018,,,,0,0,0,40,29,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/13/2018,,,,0,0,0,38,23,25,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/14/2018,,,,0,0,0,29,16,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/15/2018,,,,0,0,0,46,23,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/16/2018,,,,0,0,0,38,19,21,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/17/2018,,,,0,0,0,40,19,26,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/18/2018,,,,0,0,0,50,25,25,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/19/2018,,,,0,0,0,54,23,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/20/2018,,,,0,0,0,42,21,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/21/2018,,,,0,0,0,33,22,23,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/22/2018,,,,0,0,0,40,18,23,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/23/2018,,,,0,0,0,45,22,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/24/2018,,,,0,0,0,43,23,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/25/2018,,,,0,0,0,39,23,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/26/2018,,,,0,0,0,43,23,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/27/2018,,,,0.39,0,0,48,29,37,0.39
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/28/2018,,,,0,0,0,41,24,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/29/2018,,,,0,0,0,57,29,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/30/2018,,,,0,0,0,47,23,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/31/2018,,,,0.28,0,0,45,20,30,0.28
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/1/2018,,,,0,0,0,39,12,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/2/2018,,,,0,0,0,34,12,25,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/3/2018,,,,0.01,0,0,38,25,29,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/4/2018,,,,0.23,6,6,32,19,20,0.23
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/5/2018,,,,0,0,5,29,8,14,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/6/2018,,,,0,0,5,42,14,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/7/2018,,,,0.01,0,2,32,12,32,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/8/2018,,,,0,0,0,32,10,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/9/2018,,,,0,0,0,36,10,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/10/2018,,,,0,0,0,40,23,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/11/2018,,,,0,0,0,37,29,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/12/2018,,,,0.12,0,0,53,34,37,0.12
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/13/2018,,,,0.02,0,0,48,35,35,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/14/2018,,,,,,,40,23,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/15/2018,,,,,,,30,21,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/16/2018,3,2.91,,,16.6,15,37,21,26,2.91
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/17/2018,,,,0,0,12,31,21,26,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/18/2018,,,,0,0,8,35,26,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/19/2018,,,,0.05,0.5,6,34,23,25,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/20/2018,,,,0,0,4,50,23,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/21/2018,,,,0,0,2,56,28,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/22/2018,,,,0,0,0,57,28,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/23/2018,,,,0,0,0,59,30,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/24/2018,,,,0,0,0,65,31,47,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/25/2018,,,,0,0,0,71,34,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/26/2018,,,,0,0,0,57,32,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/27/2018,,,,0.04,0,0,69,29,40,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/28/2018,,,,0.05,0,0,49,29,49,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/29/2018,,,,0,0,0,53,30,53,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/30/2018,,,,0,0,0,63,29,52,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/1/2018,,,,0,0,0,79,52,66,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/2/2018,,,,1.25,0,0,77,58,61,1.25
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/3/2018,,,,0.1,0,0,69,47,47,0.1
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/4/2018,,,,1.42,0,0,60,46,52,1.42
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/5/2018,,,,,0,0,75,45,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/6/2018,,,,,0,0,78,47,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/7/2018,3,0.37,,,0,0,78,45,55,0.37
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/8/2018,,,,0,0,0,81,54,67,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/9/2018,,,,0.89,0,0,82,54,54,0.89
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/10/2018,,,,0.44,0,0,59,52,52,0.44
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/11/2018,,,,0.02,0,0,65,37,37,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/12/2018,,,,,0,0,41,37,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",5/13/2018,,,,,0,0,59,39,45,0
